avgOdds,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,zscore,catOdds
1.276,3,1,2,1,2,1,2,2,2,2,2,1,0.769890776,Almost Guaranteed Win
1.276,2,1,2,1,2,2,3,2,2,2,2,1,0.769890776,Almost Guaranteed Win
1.276,2,1,2,1,2,2,2,1,2,2,2,1,0.769890776,Almost Guaranteed Win
1.276,2,1,2,1,2,1,2,1,2,2,2,1,0.769890776,Almost Guaranteed Win
1.276,2,2,2,1,2,1,2,1,2,2,2,1,0.769890776,Almost Guaranteed Win
1.276,2,2,2,1,2,2,2,1,2,2,2,1,0.769890776,Almost Guaranteed Win
1.2,3,1,2,1,2,1,2,2,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,2,3,2,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,2,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,1,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,2,2,1,2,1,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,2,2,1,2,2,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.176,3,1,2,1,2,1,2,2,2,2,2,1,0.831437814,Almost Guaranteed Win
1.176,2,1,2,1,2,2,3,2,2,2,2,1,0.831437814,Almost Guaranteed Win
1.176,2,1,2,1,2,2,2,1,2,2,2,1,0.831437814,Almost Guaranteed Win
1.176,2,1,2,1,2,1,2,1,2,2,2,1,0.831437814,Almost Guaranteed Win
1.176,2,2,2,1,2,1,2,1,2,2,2,1,0.831437814,Almost Guaranteed Win
1.176,2,2,2,1,2,2,2,1,2,2,2,1,0.831437814,Almost Guaranteed Win
1.142,3,1,2,1,2,1,2,2,2,2,2,1,0.852363806,Almost Guaranteed Win
1.142,2,1,2,1,2,2,3,2,2,2,2,1,0.852363806,Almost Guaranteed Win
1.142,2,1,2,1,2,2,2,1,2,2,2,1,0.852363806,Almost Guaranteed Win
1.142,2,1,2,1,2,1,2,1,2,2,2,1,0.852363806,Almost Guaranteed Win
1.142,2,2,2,1,2,1,2,1,2,2,2,1,0.852363806,Almost Guaranteed Win
1.142,2,2,2,1,2,2,2,1,2,2,2,1,0.852363806,Almost Guaranteed Win
1.166,3,1,2,1,2,1,2,2,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,1,2,1,2,2,3,2,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,1,2,1,2,2,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,1,2,1,2,1,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,2,2,1,2,1,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,2,2,1,2,2,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.208,3,1,2,1,2,1,2,2,2,2,2,1,0.811742762,Almost Guaranteed Win
1.208,2,1,2,1,2,2,3,2,2,2,2,1,0.811742762,Almost Guaranteed Win
1.208,2,1,2,1,2,2,2,1,2,2,2,1,0.811742762,Almost Guaranteed Win
1.208,2,1,2,1,2,1,2,1,2,2,2,1,0.811742762,Almost Guaranteed Win
1.208,2,2,2,1,2,1,2,1,2,2,2,1,0.811742762,Almost Guaranteed Win
1.208,2,2,2,1,2,2,2,1,2,2,2,1,0.811742762,Almost Guaranteed Win
1.202,3,1,2,1,2,1,2,2,2,2,2,1,0.815435584,Almost Guaranteed Win
1.202,2,1,2,1,2,2,3,2,2,2,2,1,0.815435584,Almost Guaranteed Win
1.202,2,1,2,1,2,2,2,1,2,2,2,1,0.815435584,Almost Guaranteed Win
1.202,2,1,2,1,2,1,2,1,2,2,2,1,0.815435584,Almost Guaranteed Win
1.202,2,2,2,1,2,1,2,1,2,2,2,1,0.815435584,Almost Guaranteed Win
1.202,2,2,2,1,2,2,2,1,2,2,2,1,0.815435584,Almost Guaranteed Win
2.18,3,1,2,1,2,1,2,2,2,2,2,1,0.213505555,Unlikely win
2.18,2,1,2,1,2,2,3,2,2,2,2,1,0.213505555,Unlikely win
2.18,2,1,2,1,2,2,2,1,2,2,2,1,0.213505555,Unlikely win
2.18,2,1,2,1,2,1,2,1,2,2,2,1,0.213505555,Unlikely win
2.18,2,2,2,1,2,1,2,1,2,2,2,1,0.213505555,Unlikely win
2.18,2,2,2,1,2,2,2,1,2,2,2,1,0.213505555,Unlikely win
1.354,3,1,2,1,2,1,2,2,2,2,2,1,0.721884086,Almost Guaranteed Win
1.354,2,1,2,1,2,2,3,2,2,2,2,1,0.721884086,Almost Guaranteed Win
1.354,2,1,2,1,2,2,2,1,2,2,2,1,0.721884086,Almost Guaranteed Win
1.354,2,1,2,1,2,1,2,1,2,2,2,1,0.721884086,Almost Guaranteed Win
1.354,2,2,2,1,2,1,2,1,2,2,2,1,0.721884086,Almost Guaranteed Win
1.354,2,2,2,1,2,2,2,1,2,2,2,1,0.721884086,Almost Guaranteed Win
1.244,3,1,2,1,2,1,2,2,2,2,2,1,0.789585828,Almost Guaranteed Win
1.244,2,1,2,1,2,2,3,2,2,2,2,1,0.789585828,Almost Guaranteed Win
1.244,2,1,2,1,2,2,2,1,2,2,2,1,0.789585828,Almost Guaranteed Win
1.244,2,1,2,1,2,1,2,1,2,2,2,1,0.789585828,Almost Guaranteed Win
1.244,2,2,2,1,2,1,2,1,2,2,2,1,0.789585828,Almost Guaranteed Win
1.244,2,2,2,1,2,2,2,1,2,2,2,1,0.789585828,Almost Guaranteed Win
1.238,3,1,2,1,2,1,2,2,2,2,2,1,0.79327865,Almost Guaranteed Win
1.238,2,1,2,1,2,2,3,2,2,2,2,1,0.79327865,Almost Guaranteed Win
1.238,2,1,2,1,2,2,2,1,2,2,2,1,0.79327865,Almost Guaranteed Win
1.238,2,1,2,1,2,1,2,1,2,2,2,1,0.79327865,Almost Guaranteed Win
1.238,2,2,2,1,2,1,2,1,2,2,2,1,0.79327865,Almost Guaranteed Win
1.238,2,2,2,1,2,2,2,1,2,2,2,1,0.79327865,Almost Guaranteed Win
1.864,3,1,2,1,2,1,2,2,2,2,2,1,0.407994194,Likely win
1.864,2,1,2,1,2,2,3,2,2,2,2,1,0.407994194,Likely win
1.864,2,1,2,1,2,2,2,1,2,2,2,1,0.407994194,Likely win
1.864,2,1,2,1,2,1,2,1,2,2,2,1,0.407994194,Likely win
1.864,2,2,2,1,2,1,2,1,2,2,2,1,0.407994194,Likely win
1.864,2,2,2,1,2,2,2,1,2,2,2,1,0.407994194,Likely win
1.224,3,1,2,1,2,1,2,2,2,2,2,1,0.801895236,Almost Guaranteed Win
1.224,2,1,2,1,2,2,3,2,2,2,2,1,0.801895236,Almost Guaranteed Win
1.224,2,1,2,1,2,2,2,1,2,2,2,1,0.801895236,Almost Guaranteed Win
1.224,2,1,2,1,2,1,2,1,2,2,2,1,0.801895236,Almost Guaranteed Win
1.224,2,2,2,1,2,1,2,1,2,2,2,1,0.801895236,Almost Guaranteed Win
1.224,2,2,2,1,2,2,2,1,2,2,2,1,0.801895236,Almost Guaranteed Win
1.376,3,1,2,1,2,1,2,2,2,2,2,1,0.708343738,Almost Guaranteed Win
1.376,2,1,2,1,2,2,3,2,2,2,2,1,0.708343738,Almost Guaranteed Win
1.376,2,1,2,1,2,2,2,1,2,2,2,1,0.708343738,Almost Guaranteed Win
1.376,2,1,2,1,2,1,2,1,2,2,2,1,0.708343738,Almost Guaranteed Win
1.376,2,2,2,1,2,1,2,1,2,2,2,1,0.708343738,Almost Guaranteed Win
1.376,2,2,2,1,2,2,2,1,2,2,2,1,0.708343738,Almost Guaranteed Win
1.416,3,1,2,1,2,1,2,2,2,2,2,1,0.683724923,Almost Guaranteed Win
1.416,2,1,2,1,2,2,3,2,2,2,2,1,0.683724923,Almost Guaranteed Win
1.416,2,1,2,1,2,2,2,1,2,2,2,1,0.683724923,Almost Guaranteed Win
1.416,2,1,2,1,2,1,2,1,2,2,2,1,0.683724923,Almost Guaranteed Win
1.416,2,2,2,1,2,1,2,1,2,2,2,1,0.683724923,Almost Guaranteed Win
1.416,2,2,2,1,2,2,2,1,2,2,2,1,0.683724923,Almost Guaranteed Win
1.36,3,1,2,1,2,1,2,2,2,2,2,1,0.718191264,Almost Guaranteed Win
1.36,2,1,2,1,2,2,3,2,2,2,2,1,0.718191264,Almost Guaranteed Win
1.36,2,1,2,1,2,2,2,1,2,2,2,1,0.718191264,Almost Guaranteed Win
1.36,2,1,2,1,2,1,2,1,2,2,2,1,0.718191264,Almost Guaranteed Win
1.36,2,2,2,1,2,1,2,1,2,2,2,1,0.718191264,Almost Guaranteed Win
1.36,2,2,2,1,2,2,2,1,2,2,2,1,0.718191264,Almost Guaranteed Win
1.618,3,1,2,1,2,1,2,2,2,2,2,1,0.559399907,Almost Guaranteed Win
1.618,2,1,2,1,2,2,3,2,2,2,2,1,0.559399907,Almost Guaranteed Win
1.618,2,1,2,1,2,2,2,1,2,2,2,1,0.559399907,Almost Guaranteed Win
1.618,2,1,2,1,2,1,2,1,2,2,2,1,0.559399907,Almost Guaranteed Win
1.618,2,2,2,1,2,1,2,1,2,2,2,1,0.559399907,Almost Guaranteed Win
1.618,2,2,2,1,2,2,2,1,2,2,2,1,0.559399907,Almost Guaranteed Win
1.222,3,1,2,1,2,1,2,2,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,1,2,1,2,2,3,2,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,1,2,1,2,2,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,1,2,1,2,1,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,2,2,1,2,1,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,2,2,1,2,2,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.2,3,1,2,1,2,1,2,2,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,2,3,2,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,2,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,1,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,2,2,1,2,1,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,2,2,1,2,2,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.188,3,1,2,1,2,1,2,2,2,2,2,1,0.824052169,Almost Guaranteed Win
1.188,2,1,2,1,2,2,3,2,2,2,2,1,0.824052169,Almost Guaranteed Win
1.188,2,1,2,1,2,2,2,1,2,2,2,1,0.824052169,Almost Guaranteed Win
1.188,2,1,2,1,2,1,2,1,2,2,2,1,0.824052169,Almost Guaranteed Win
1.188,2,2,2,1,2,1,2,1,2,2,2,1,0.824052169,Almost Guaranteed Win
1.188,2,2,2,1,2,2,2,1,2,2,2,1,0.824052169,Almost Guaranteed Win
1.166,3,1,2,1,2,1,2,2,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,1,2,1,2,2,3,2,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,1,2,1,2,2,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,1,2,1,2,1,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,2,2,1,2,1,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.166,2,2,2,1,2,2,2,1,2,2,2,1,0.837592517,Almost Guaranteed Win
1.386,3,1,2,1,2,1,2,2,2,2,2,1,0.702189034,Almost Guaranteed Win
1.386,2,1,2,1,2,2,3,2,2,2,2,1,0.702189034,Almost Guaranteed Win
1.386,2,1,2,1,2,2,2,1,2,2,2,1,0.702189034,Almost Guaranteed Win
1.386,2,1,2,1,2,1,2,1,2,2,2,1,0.702189034,Almost Guaranteed Win
1.386,2,2,2,1,2,1,2,1,2,2,2,1,0.702189034,Almost Guaranteed Win
1.386,2,2,2,1,2,2,2,1,2,2,2,1,0.702189034,Almost Guaranteed Win
1.44,3,1,2,1,2,1,2,2,2,2,2,1,0.668953634,Almost Guaranteed Win
1.44,2,1,2,1,2,2,3,2,2,2,2,1,0.668953634,Almost Guaranteed Win
1.44,2,1,2,1,2,2,2,1,2,2,2,1,0.668953634,Almost Guaranteed Win
1.44,2,1,2,1,2,1,2,1,2,2,2,1,0.668953634,Almost Guaranteed Win
1.44,2,2,2,1,2,1,2,1,2,2,2,1,0.668953634,Almost Guaranteed Win
1.44,2,2,2,1,2,2,2,1,2,2,2,1,0.668953634,Almost Guaranteed Win
1.178,3,1,2,1,2,1,2,2,2,2,2,1,0.830206873,Almost Guaranteed Win
1.178,2,1,2,1,2,2,3,2,2,2,2,1,0.830206873,Almost Guaranteed Win
1.178,2,1,2,1,2,2,2,1,2,2,2,1,0.830206873,Almost Guaranteed Win
1.178,2,1,2,1,2,1,2,1,2,2,2,1,0.830206873,Almost Guaranteed Win
1.178,2,2,2,1,2,1,2,1,2,2,2,1,0.830206873,Almost Guaranteed Win
1.178,2,2,2,1,2,2,2,1,2,2,2,1,0.830206873,Almost Guaranteed Win
1.2,3,1,2,1,2,1,2,2,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,2,3,2,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,2,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,1,2,1,2,1,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,2,2,1,2,1,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.2,2,2,2,1,2,2,2,1,2,2,2,1,0.816666525,Almost Guaranteed Win
1.16,3,1,2,1,2,1,2,2,2,2,2,1,0.84128534,Almost Guaranteed Win
1.16,2,1,2,1,2,2,3,2,2,2,2,1,0.84128534,Almost Guaranteed Win
1.16,2,1,2,1,2,2,2,1,2,2,2,1,0.84128534,Almost Guaranteed Win
1.16,2,1,2,1,2,1,2,1,2,2,2,1,0.84128534,Almost Guaranteed Win
1.16,2,2,2,1,2,1,2,1,2,2,2,1,0.84128534,Almost Guaranteed Win
1.16,2,2,2,1,2,2,2,1,2,2,2,1,0.84128534,Almost Guaranteed Win
1.154,3,1,2,1,2,1,2,2,2,2,2,1,0.844978162,Almost Guaranteed Win
1.154,2,1,2,1,2,2,3,2,2,2,2,1,0.844978162,Almost Guaranteed Win
1.154,2,1,2,1,2,2,2,1,2,2,2,1,0.844978162,Almost Guaranteed Win
1.154,2,1,2,1,2,1,2,1,2,2,2,1,0.844978162,Almost Guaranteed Win
1.154,2,2,2,1,2,1,2,1,2,2,2,1,0.844978162,Almost Guaranteed Win
1.154,2,2,2,1,2,2,2,1,2,2,2,1,0.844978162,Almost Guaranteed Win
1.114,3,1,2,1,2,1,2,2,2,2,2,1,0.869596977,Almost Guaranteed Win
1.114,2,1,2,1,2,2,3,2,2,2,2,1,0.869596977,Almost Guaranteed Win
1.114,2,1,2,1,2,2,2,1,2,2,2,1,0.869596977,Almost Guaranteed Win
1.114,2,1,2,1,2,1,2,1,2,2,2,1,0.869596977,Almost Guaranteed Win
1.114,2,2,2,1,2,1,2,1,2,2,2,1,0.869596977,Almost Guaranteed Win
1.114,2,2,2,1,2,2,2,1,2,2,2,1,0.869596977,Almost Guaranteed Win
1.194,3,1,2,1,2,1,2,2,2,2,2,1,0.820359347,Almost Guaranteed Win
1.194,2,1,2,1,2,2,3,2,2,2,2,1,0.820359347,Almost Guaranteed Win
1.194,2,1,2,1,2,2,2,1,2,2,2,1,0.820359347,Almost Guaranteed Win
1.194,2,1,2,1,2,1,2,1,2,2,2,1,0.820359347,Almost Guaranteed Win
1.194,2,2,2,1,2,1,2,1,2,2,2,1,0.820359347,Almost Guaranteed Win
1.194,2,2,2,1,2,2,2,1,2,2,2,1,0.820359347,Almost Guaranteed Win
1.222,3,1,2,1,2,1,2,2,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,1,2,1,2,2,3,2,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,1,2,1,2,2,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,1,2,1,2,1,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,2,2,1,2,1,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.222,2,2,2,1,2,2,2,1,2,2,2,1,0.803126176,Almost Guaranteed Win
1.672,3,1,2,1,2,1,2,2,2,2,2,1,0.526164506,Almost Guaranteed Win
1.672,2,1,2,1,2,2,3,2,2,2,2,1,0.526164506,Almost Guaranteed Win
1.672,2,1,2,1,2,2,2,1,2,2,2,1,0.526164506,Almost Guaranteed Win
1.672,2,1,2,1,2,1,2,1,2,2,2,1,0.526164506,Almost Guaranteed Win
1.672,2,2,2,1,2,1,2,1,2,2,2,1,0.526164506,Almost Guaranteed Win
1.672,2,2,2,1,2,2,2,1,2,2,2,1,0.526164506,Almost Guaranteed Win
2.528,3,1,2,1,2,1,2,2,2,2,2,1,0.000678137,Unlikely win
2.528,2,1,2,1,2,2,3,2,2,2,2,1,0.000678137,Unlikely win
2.528,2,1,2,1,2,2,2,1,2,2,2,1,0.000678137,Unlikely win
2.528,2,1,2,1,2,1,2,1,2,2,2,1,0.000678137,Unlikely win
2.528,2,2,2,1,2,1,2,1,2,2,2,1,0.000678137,Unlikely win
2.528,2,2,2,1,2,2,2,1,2,2,2,1,0.000678137,Unlikely win
1.462,3,1,2,1,2,1,2,2,2,2,2,1,0.655413286,Almost Guaranteed Win
1.462,2,1,2,1,2,2,3,2,2,2,2,1,0.655413286,Almost Guaranteed Win
1.462,2,1,2,1,2,2,2,1,2,2,2,1,0.655413286,Almost Guaranteed Win
1.462,2,1,2,1,2,1,2,1,2,2,2,1,0.655413286,Almost Guaranteed Win
1.462,2,2,2,1,2,1,2,1,2,2,2,1,0.655413286,Almost Guaranteed Win
1.462,2,2,2,1,2,2,2,1,2,2,2,1,0.655413286,Almost Guaranteed Win
1.112,3,1,2,1,2,1,2,2,2,2,2,1,0.870827918,Almost Guaranteed Win
1.112,2,1,2,1,2,2,3,2,2,2,2,1,0.870827918,Almost Guaranteed Win
1.112,2,1,2,1,2,2,2,1,2,2,2,1,0.870827918,Almost Guaranteed Win
1.112,2,1,2,1,2,1,2,1,2,2,2,1,0.870827918,Almost Guaranteed Win
1.112,2,2,2,1,2,1,2,1,2,2,2,1,0.870827918,Almost Guaranteed Win
1.112,2,2,2,1,2,2,2,1,2,2,2,1,0.870827918,Almost Guaranteed Win
2.06,3,1,2,1,2,1,2,2,2,2,2,1,0.287362,Likely win
2.06,2,1,2,1,2,2,3,2,2,2,2,1,0.287362,Likely win
2.06,2,1,2,1,2,2,2,1,2,2,2,1,0.287362,Likely win
2.06,2,1,2,1,2,1,2,1,2,2,2,1,0.287362,Likely win
2.06,2,2,2,1,2,1,2,1,2,2,2,1,0.287362,Likely win
2.06,2,2,2,1,2,2,2,1,2,2,2,1,0.287362,Likely win
1.608,3,1,2,1,2,1,2,2,2,2,2,1,0.565554611,Almost Guaranteed Win
1.608,2,1,2,1,2,2,3,2,2,2,2,1,0.565554611,Almost Guaranteed Win
1.608,2,1,2,1,2,2,2,1,2,2,2,1,0.565554611,Almost Guaranteed Win
1.608,2,1,2,1,2,1,2,1,2,2,2,1,0.565554611,Almost Guaranteed Win
1.608,2,2,2,1,2,1,2,1,2,2,2,1,0.565554611,Almost Guaranteed Win
1.608,2,2,2,1,2,2,2,1,2,2,2,1,0.565554611,Almost Guaranteed Win
1.184,3,1,2,1,2,1,2,2,2,2,2,1,0.826514051,Almost Guaranteed Win
1.184,2,1,2,1,2,2,3,2,2,2,2,1,0.826514051,Almost Guaranteed Win
1.184,2,1,2,1,2,2,2,1,2,2,2,1,0.826514051,Almost Guaranteed Win
1.184,2,1,2,1,2,1,2,1,2,2,2,1,0.826514051,Almost Guaranteed Win
1.184,2,2,2,1,2,1,2,1,2,2,2,1,0.826514051,Almost Guaranteed Win
1.184,2,2,2,1,2,2,2,1,2,2,2,1,0.826514051,Almost Guaranteed Win
1.196,3,1,2,1,2,1,2,2,2,2,2,1,0.819128406,Almost Guaranteed Win
1.196,2,1,2,1,2,2,3,2,2,2,2,1,0.819128406,Almost Guaranteed Win
1.196,2,1,2,1,2,2,2,1,2,2,2,1,0.819128406,Almost Guaranteed Win
1.196,2,1,2,1,2,1,2,1,2,2,2,1,0.819128406,Almost Guaranteed Win
1.196,2,2,2,1,2,1,2,1,2,2,2,1,0.819128406,Almost Guaranteed Win
1.196,2,2,2,1,2,2,2,1,2,2,2,1,0.819128406,Almost Guaranteed Win
1.226,3,1,2,1,2,1,2,2,2,2,2,1,0.800664295,Almost Guaranteed Win
1.226,2,1,2,1,2,2,3,2,2,2,2,1,0.800664295,Almost Guaranteed Win
1.226,2,1,2,1,2,2,2,1,2,2,2,1,0.800664295,Almost Guaranteed Win
1.226,2,1,2,1,2,1,2,1,2,2,2,1,0.800664295,Almost Guaranteed Win
1.226,2,2,2,1,2,1,2,1,2,2,2,1,0.800664295,Almost Guaranteed Win
1.226,2,2,2,1,2,2,2,1,2,2,2,1,0.800664295,Almost Guaranteed Win
1.612,3,1,2,1,2,1,2,2,2,2,2,1,0.563092729,Almost Guaranteed Win
1.612,2,1,2,1,2,2,3,2,2,2,2,1,0.563092729,Almost Guaranteed Win
1.612,2,1,2,1,2,2,2,1,2,2,2,1,0.563092729,Almost Guaranteed Win
1.612,2,1,2,1,2,1,2,1,2,2,2,1,0.563092729,Almost Guaranteed Win
1.612,2,2,2,1,2,1,2,1,2,2,2,1,0.563092729,Almost Guaranteed Win
1.612,2,2,2,1,2,2,2,1,2,2,2,1,0.563092729,Almost Guaranteed Win
1.214,3,1,2,1,2,1,2,2,2,2,2,1,0.808049939,Almost Guaranteed Win
1.214,2,1,2,1,2,2,3,2,2,2,2,1,0.808049939,Almost Guaranteed Win
1.214,2,1,2,1,2,2,2,1,2,2,2,1,0.808049939,Almost Guaranteed Win
1.214,2,1,2,1,2,1,2,1,2,2,2,1,0.808049939,Almost Guaranteed Win
1.214,2,2,2,1,2,1,2,1,2,2,2,1,0.808049939,Almost Guaranteed Win
1.214,2,2,2,1,2,2,2,1,2,2,2,1,0.808049939,Almost Guaranteed Win
1.212,3,1,2,1,2,1,2,2,2,2,2,1,0.80928088,Almost Guaranteed Win
1.212,2,1,2,1,2,2,3,2,2,2,2,1,0.80928088,Almost Guaranteed Win
1.212,2,1,2,1,2,2,2,1,2,2,2,1,0.80928088,Almost Guaranteed Win
1.212,2,1,2,1,2,1,2,1,2,2,2,1,0.80928088,Almost Guaranteed Win
1.212,2,2,2,1,2,1,2,1,2,2,2,1,0.80928088,Almost Guaranteed Win
1.212,2,2,2,1,2,2,2,1,2,2,2,1,0.80928088,Almost Guaranteed Win
1.26,3,1,2,1,2,1,2,2,2,2,2,1,0.779738302,Almost Guaranteed Win
1.26,2,1,2,1,2,2,3,2,2,2,2,1,0.779738302,Almost Guaranteed Win
1.26,2,1,2,1,2,2,2,1,2,2,2,1,0.779738302,Almost Guaranteed Win
1.26,2,1,2,1,2,1,2,1,2,2,2,1,0.779738302,Almost Guaranteed Win
1.26,2,2,2,1,2,1,2,1,2,2,2,1,0.779738302,Almost Guaranteed Win
1.26,2,2,2,1,2,2,2,1,2,2,2,1,0.779738302,Almost Guaranteed Win
1.96,3,1,2,1,2,1,2,2,2,2,2,1,0.348909038,Likely win
1.96,2,1,2,1,2,2,3,2,2,2,2,1,0.348909038,Likely win
1.96,2,1,2,1,2,2,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,1,2,1,2,1,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,2,2,1,2,1,2,1,2,2,2,1,0.348909038,Likely win
1.96,2,2,2,1,2,2,2,1,2,2,2,1,0.348909038,Likely win
1.258,3,1,2,1,2,1,2,2,2,2,2,1,0.780969243,Almost Guaranteed Win
1.258,2,1,2,1,2,2,3,2,2,2,2,1,0.780969243,Almost Guaranteed Win
1.258,2,1,2,1,2,2,2,1,2,2,2,1,0.780969243,Almost Guaranteed Win
1.258,2,1,2,1,2,1,2,1,2,2,2,1,0.780969243,Almost Guaranteed Win
1.258,2,2,2,1,2,1,2,1,2,2,2,1,0.780969243,Almost Guaranteed Win
1.258,2,2,2,1,2,2,2,1,2,2,2,1,0.780969243,Almost Guaranteed Win
1.262,3,1,2,1,2,1,2,2,2,2,2,1,0.778507361,Almost Guaranteed Win
1.262,2,1,2,1,2,2,3,2,2,2,2,1,0.778507361,Almost Guaranteed Win
1.262,2,1,2,1,2,2,2,1,2,2,2,1,0.778507361,Almost Guaranteed Win
1.262,2,1,2,1,2,1,2,1,2,2,2,1,0.778507361,Almost Guaranteed Win
1.262,2,2,2,1,2,1,2,1,2,2,2,1,0.778507361,Almost Guaranteed Win
1.262,2,2,2,1,2,2,2,1,2,2,2,1,0.778507361,Almost Guaranteed Win
1.21,3,1,2,1,2,1,2,2,2,2,2,1,0.810511821,Almost Guaranteed Win
1.21,2,1,2,1,2,2,3,2,2,2,2,1,0.810511821,Almost Guaranteed Win
1.21,2,1,2,1,2,2,2,1,2,2,2,1,0.810511821,Almost Guaranteed Win
1.21,2,1,2,1,2,1,2,1,2,2,2,1,0.810511821,Almost Guaranteed Win
1.21,2,2,2,1,2,1,2,1,2,2,2,1,0.810511821,Almost Guaranteed Win
1.21,2,2,2,1,2,2,2,1,2,2,2,1,0.810511821,Almost Guaranteed Win
1.318,3,1,2,1,2,1,2,2,2,2,2,1,0.74404102,Almost Guaranteed Win
1.318,2,1,2,1,2,2,3,2,2,2,2,1,0.74404102,Almost Guaranteed Win
1.318,2,1,2,1,2,2,2,1,2,2,2,1,0.74404102,Almost Guaranteed Win
1.318,2,1,2,1,2,1,2,1,2,2,2,1,0.74404102,Almost Guaranteed Win
1.318,2,2,2,1,2,1,2,1,2,2,2,1,0.74404102,Almost Guaranteed Win
1.318,2,2,2,1,2,2,2,1,2,2,2,1,0.74404102,Almost Guaranteed Win
1.766,3,1,2,1,2,1,2,2,2,2,2,1,0.468310291,Likely win
1.766,2,1,2,1,2,2,3,2,2,2,2,1,0.468310291,Likely win
1.766,2,1,2,1,2,2,2,1,2,2,2,1,0.468310291,Likely win
1.766,2,1,2,1,2,1,2,1,2,2,2,1,0.468310291,Likely win
1.766,2,2,2,1,2,1,2,1,2,2,2,1,0.468310291,Likely win
1.766,2,2,2,1,2,2,2,1,2,2,2,1,0.468310291,Likely win
1.144,3,1,2,1,2,1,2,2,2,2,2,1,0.851132866,Almost Guaranteed Win
1.144,2,1,2,1,2,2,3,2,2,2,2,1,0.851132866,Almost Guaranteed Win
1.144,2,1,2,1,2,2,2,1,2,2,2,1,0.851132866,Almost Guaranteed Win
1.144,2,1,2,1,2,1,2,1,2,2,2,1,0.851132866,Almost Guaranteed Win
1.144,2,2,2,1,2,1,2,1,2,2,2,1,0.851132866,Almost Guaranteed Win
1.144,2,2,2,1,2,2,2,1,2,2,2,1,0.851132866,Almost Guaranteed Win
1.372,3,1,2,1,2,1,2,2,2,2,2,1,0.71080562,Almost Guaranteed Win
1.372,2,1,2,1,2,2,3,2,2,2,2,1,0.71080562,Almost Guaranteed Win
1.372,2,1,2,1,2,2,2,1,2,2,2,1,0.71080562,Almost Guaranteed Win
1.372,2,1,2,1,2,1,2,1,2,2,2,1,0.71080562,Almost Guaranteed Win
1.372,2,2,2,1,2,1,2,1,2,2,2,1,0.71080562,Almost Guaranteed Win
